STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000002909,CID000060835,C0008767,Scar
CID000002909,CID000060835,C0021400,flu
CID000002909,CID000060835,C0030196,Extremity pain
CID000002909,CID000060835,C0008031,chest pain
CID000002909,CID000060835,C0003872,psoriatic arthritis
CID000002909,CID000060835,C0009241,cognitive disorder
CID000002909,CID000060835,C0043352,aptyalism
CID000002909,CID000060835,C0002871,anaemia
CID000002909,CID000060835,C0031350,pharyngeal inflammation
CID000002909,CID000060835,C0085682,Hypophosphataemia
CID000002909,CID000060835,C0013221,drug toxicity NOS
CID000002909,CID000060835,C0008033,pleural pain
CID000002909,CID000060835,C0023798,lipoma
CID000002909,CID000060835,C0040261,onychomycosis
CID000002909,CID000060835,C0004093,asthenia
CID000002909,CID000060835,C0005001,benign prostatic hyperplasia
CID000002909,CID000060835,C0011991,diarrhea
CID000002909,CID000060835,C0042963,emesis
CID000002909,CID000060835,C0031117,neuropathy peripheral
CID000002909,CID000060835,C0006849,candidiasis of mouth
CID000002909,CID000060835,C0037383,sneezing
CID000002909,CID000060835,C0004096,asthma
CID000002909,CID000060835,C0030193,Pain
CID000002909,CID000060835,C0013404,Difficulty breathing
CID000002909,CID000060835,C0038814,sunburn
CID000002909,CID000060835,C0442874,neuropathy
CID000002909,CID000060835,C0006840,Candida Infection
CID000002909,CID000060835,C0018824,cardiac valvulopathy
CID000002909,CID000060835,C0520474,aseptic necrosis bone
CID000002909,CID000060835,C0020443,elevated cholesterol
CID000002909,CID000060835,C0332687,Burns Second Degree
CID000002909,CID000060835,C0002792,anaphylactic reaction
CID000002909,CID000060835,C0015230,eruption
CID000002909,CID000060835,C0231528,aching muscles
CID000002909,CID000060835,C0027651,neoplasia
CID000002909,CID000060835,C0000833,abscess
CID000002909,CID000060835,C0009763,conjunctivitis
CID000002909,CID000060835,C0034902,aplasia pure red cell
CID000002909,CID000060835,C0035078,kidney failure
CID000002909,CID000060835,C0003864,arthritis
CID000002909,CID000060835,C0032227,Pleural Effusion
CID000002909,CID000060835,C0020649,arterial pressure NOS decreased
CID000002909,CID000060835,C0021311,infection
CID000002909,CID000060835,C0018681,Head ache
CID000002909,CID000060831,C0038454,apoplexy
CID000002909,CID000060831,C0013362,dysarthria
CID000002909,CID000060831,C0009806,constipated
CID000002909,CID000060831,C0041657,loss of consciousness
CID000002909,CID000060831,C0030552,muscle paresis
CID000002909,CID000060831,C0032285,neumonia
CID000002909,CID000060831,C0012569,Diplopia
CID000002909,CID000060831,C0033860,psoriasis
CID000002909,CID000060831,C0015967,body temperature increased
CID000002909,CID000060831,C0014591,epistaxis
CID000002909,CID000060831,C0027769,nervous tension
CID000002909,CID000060831,C0520474,aseptic necrosis bone
CID000002909,CID000060831,C0206062,ild
CID000002909,CID000060831,C0020458,hyperhidrosis
CID000002909,CID000060831,C0020538,High blood pressure
CID000002909,CID000060831,C0012833,dizziness
CID000002909,CID000060831,C0001824,agranulocytoses
CID000002909,CID000060831,C0242184,hypoxia
CID000002909,CID000060831,C0043352,aptyalism
CID000002909,CID000060831,C0005745,blepharoptosis
CID000002909,CID000060831,C0015672,Fatigue
CID000002909,CID000060831,C0033893,tension headache
CID000002909,CID000060831,C0017601,glaucoma
CID000002909,CID000060831,C0039231,heart rate increased
CID000002909,CID000060831,C0007286,carpal tunnel
CID000002909,CID000060831,C0851578,sleep disorder
CID000002909,CID000060831,C0085649,edema extremities
CID000002909,CID000060831,C0029442,osteomalacia
CID000002909,CID000060831,C0034067,emphysema
CID000002909,CID000060831,C0314719,dry eye
CID000002909,CID000060831,C0497247,arterial pressure NOS increased
CID000002909,CID000060831,C0020443,elevated cholesterol
CID000002909,CID000060831,C0024586,carcinoid syndrome
CID000002909,CID000060831,C0004030,aspergillosis
CID000002909,CID000060831,C0013595,eczema
CID000002909,CID000060831,C0009763,conjunctivitis
CID000002909,CID000060831,C0023518,leucocytosis
CID000002909,CID000060831,C0027947,Neutropenia
CID000002909,CID000060831,C0026946,fungal disease
CID000002909,CID000060831,C0020649,arterial pressure NOS decreased
CID000002909,CID000060831,C0023530,leucopenia
CID000005391,CID000005530,C0013221,drug toxicity NOS
CID000005391,CID000005530,C0043096,loss of weight
CID000005391,CID000005530,C0013362,dysarthria
CID000005391,CID000005530,C0009676,confusion
CID000005391,CID000005530,C0085631,agitated
CID000005391,CID000005530,C0003123,Anorexia
CID000005391,CID000005530,C0004093,asthenia
CID000005391,CID000005530,C0020458,hyperhidrosis
CID000005391,CID000005530,C0041657,loss of consciousness
CID000005391,CID000005530,C0002622,Amnesia
CID000005391,CID000005530,C0038663,attempted suicide
CID000005391,CID000005530,C0004134,Ataxia
CID000005391,CID000005530,C0037672,sleep walking
CID000005391,CID000005530,C0040822,tremor
CID000005391,CID000005530,C0032285,neumonia
CID000005391,CID000005530,C0013144,drowsiness
CID000005391,CID000005530,C0043094,weight gain
CID000005391,CID000005530,C0221706,road traffic accident
CID000005391,CID000005530,C0015672,Fatigue
CID000005391,CID000005530,C0020488,hypernatraemia
CID000003657,CID000003749,C0018946,hematoma subdural
CID000003657,CID000003749,C0042487,phlebothrombosis
CID000003657,CID000003749,C0030305,pancreatitis
CID000003657,CID000003749,C0018801,cardiac failure
CID000003657,CID000003749,C0038362,mucositis oral
CID000003657,CID000003749,C0019080,Bleeding
CID000003657,CID000003749,C0041582,ulcer
CID000003657,CID000003749,C0497247,arterial pressure NOS increased
CID000003657,CID000003749,C0740394,hyperuricaemia
CID000003657,CID000003749,C0595939,still birth
CID000003657,CID000003749,C0018926,haematemesis
CID000003657,CID000003749,C0018790,asystole
CID000003657,CID000003749,C0020598,Blood calcium decreased
CID000003657,CID000003749,C0750426,increased white blood cell count
CID000003657,CID000003749,C0039231,heart rate increased
CID000003657,CID000003749,C0029408,Osteoarthritis
CID000003657,CID000003749,C0008033,pleural pain
CID000003657,CID000003749,C0034065,Embolism pulmonary
CID000003657,CID000003749,C0039446,telangiectases
CID000003657,CID000003749,C0030252,palpitation
CID000003657,CID000003749,C0013144,drowsiness
CID000003657,CID000003749,C0085649,edema extremities
CID000003657,CID000003749,C0003123,Anorexia
CID000003657,CID000003749,C0041657,loss of consciousness
CID000003657,CID000003749,C0836924,increased platelet count
CID000003657,CID000003749,C0004238,AFIB
CID000003657,CID000003749,C0023467,Acute myeloblastic leukemia
CID000003657,CID000003749,C0020649,arterial pressure NOS decreased
CID000003657,CID000003749,C0025222,black stools
CID000003657,CID000003749,C0003962,ascites
CID000003657,CID000003749,C0231218,Feeling unwell
CID000003890,CID004475485,C0043096,loss of weight
CID000003890,CID004475485,C0027441,nasopharyngitis
CID000003890,CID004475485,C0004144,atelectasis
CID000003890,CID004475485,C0011615,allergic dermatitis
CID000003890,CID004475485,C0004604,Back Ache
CID000003890,CID004475485,C0002994,angioedema
CID000003890,CID004475485,C0030554,Paraesthesia
CID000003890,CID004475485,C0014518,Lyell
CID000003890,CID004475485,C0043144,wheeze
CID000003890,CID004475485,C0020433,Bilirubinaemia
CID000003890,CID004475485,C0027404,narcolepsy
CID000003890,CID004475485,C0041834,erythema
CID000003890,CID004475485,C0029456,osteoporosis
CID000003890,CID004475485,C0016242,floaters
CID000003890,CID004475485,C0085610,sinus bradycardia
CID000003890,CID004475485,C0016204,flatulence
CID000003890,CID004475485,C0037763,muscle spasm
CID000003890,CID004475485,C0020517,allergies
CID000003890,CID004475485,C0022661,Chronic Kidney Disease
CID000003890,CID004475485,C0042029,Infection Urinary Tract
CID000003890,CID004475485,C0011334,dental caries
CID000003890,CID004475485,C0020458,hyperhidrosis
CID000003890,CID004475485,C0428977,bradycardia
CID000003890,CID004475485,C0012813,diverticulitis
CID000003890,CID004475485,C0013604,edema
CID000003890,CID004475485,C0032231,pleurisy
CID000003890,CID004475485,C0028084,nightmare
CID000003890,CID004475485,C0012833,dizziness
CID000003890,CID004475485,C0022660,acute kidney failure
CID000003890,CID004475485,C0009938,bruise
CID000003890,CID004475485,C0015468,face pain
CID000003890,CID004475485,C0030353,optic disc edema
CID000003890,CID004475485,C0262578,night cramps
CID000003890,CID004475485,C0043352,aptyalism
CID000003890,CID004475485,C0086543,cataract
CID000003890,CID004475485,C0015672,Fatigue
CID000003890,CID004475485,C0003811,Arrhythmia
CID000003890,CID004475485,C0344232,blurred vision
CID000003890,CID004475485,C0008031,chest pain
CID000003890,CID004475485,C0243026,sepsis
CID000003890,CID004475485,C0042109,hive
CID000003890,CID004475485,C0004096,asthma
CID000003890,CID004475485,C0011849,Diabetes
CID000003890,CID004475485,C0006277,bronchitis
CID000003890,CID004475485,C0034065,Embolism pulmonary
CID000003890,CID004475485,C0037199,Sinusitis
CID000003890,CID004475485,C0085624,burning sensation
CID000003890,CID004475485,C0013384,abnormal movements
CID000003890,CID004475485,C0575090,balance disorder
CID000003890,CID004475485,C0030193,Pain
CID000003890,CID004475485,C0314719,dry eye
CID000003890,CID004475485,C1442903,bone spur
CID000003890,CID004475485,C0522224,palsies
CID000003890,CID004475485,C0019360,herpes zoster
CID000003890,CID004475485,C0016382,facial flushing
CID000003890,CID004475485,C0497156,Adenopathy
CID000003890,CID004475485,C0010034,corneal disorder
CID000003890,CID004475485,C0039520,Tenosynovitis
CID000003890,CID004475485,C0085649,edema extremities
CID000003890,CID004475485,C0549567,pigmentation disorder
CID000003890,CID004475485,C0002170,alopecia
CID000003890,CID004475485,C0009763,conjunctivitis
CID000003890,CID004475485,C0017672,glossodynia
CID000003890,CID004475485,C0004238,AFIB
CID000003890,CID004475485,C0024115,Disorder Lung
CID000003890,CID004475485,C0026858,musculoskeletal pain
CID000003890,CID004475485,C0024117,chronic obstructive airway disease
CID000003890,CID004475485,C0017675,Glossitis
CID000003890,CID004475485,C0020649,arterial pressure NOS decreased
CID000003890,CID004475485,C0042133,fibroids
CID000003890,CID004475485,C0010692,Bladder inflammation
CID000003890,CID004475485,C0162834,hyperpigmentation
CID000003890,CID004475485,C0456909,blindness
CID000003890,CID004475485,C0022568,keratitis
CID000003890,CID004475485,C0018681,Head ache
CID000002088,CID000156419,C0013604,edema
CID000002088,CID000156419,C0008320,cholecystectomies
CID000002088,CID000156419,C0020456,hyperglycaemia
CID000002088,CID000156419,C0002994,angioedema
CID000002088,CID000156419,C0002170,alopecia
CID000002088,CID000156419,C0011991,diarrhea
CID000002088,CID000156419,C0034902,aplasia pure red cell
CID000002088,CID000156419,C0040822,tremor
CID000002088,CID000156419,C0018965,blood in urine
CID000002088,CID000156419,C0030554,Paraesthesia
CID000002088,CID000156419,C0027051,heart attack
CID000002088,CID000156419,C0040460,dental pain
CID000002088,CID000156419,C0022671,kidney transplant
CID000004034,CID000004543,C0043094,weight gain
CID000004034,CID000004543,C0015230,eruption
CID000004034,CID000004543,C0018944,haematoma
CID000004034,CID000004543,C0001122,Acidosis
CID000004034,CID000004543,C0020433,Bilirubinaemia
CID000004034,CID000004543,C0020557,elevated triglycerides
CID000004034,CID000004543,C0497327,amentia
CID000004034,CID000004543,C0085593,chill
CID000004034,CID000004543,C0023903,hepatic neoplasia
CID000004034,CID000004543,C0039239,sinus tachycardia
CID000004034,CID000004543,C0014868,esophagitis
CID000004034,CID000004543,C0014591,epistaxis
CID000004034,CID000004543,C0019158,hepatitis
CID000004034,CID000004543,C0030583,parotitis
CID000004034,CID000004543,C0042029,Infection Urinary Tract
CID000004034,CID000004543,C0023890,cirrhosis
CID000004034,CID000004543,C0013604,edema
CID000004034,CID000004543,C0023895,disease of liver
CID000004034,CID000004543,C0020615,hypoglycaemia
CID000004034,CID000004543,C0009938,bruise
CID000004034,CID000004543,C0085619,orthopnea
CID000004034,CID000004543,C0013405,Dyspnoea paroxysmal nocturnal
CID000004034,CID000004543,C0020672,decreased body temperature
CID000004034,CID000004543,C0015732,faecal incontinence
CID000004034,CID000004543,C0014549,Convulsions Grand Mal
CID000004034,CID000004543,C0008350,cholelithiasis
CID000004034,CID000004543,C0003811,Arrhythmia
CID000004034,CID000004543,C0039231,heart rate increased
CID000004034,CID000004543,C0151766,Abnormal LFTs
CID000004034,CID000004543,C0042571,spinning sensation
CID000004034,CID000004543,C0008033,pleural pain
CID000004034,CID000004543,C0011849,Diabetes
CID000004034,CID000004543,C0019291,hernia hiatal
CID000004034,CID000004543,C0036572,convulsion
CID000004034,CID000004543,C0030319,panic disorder
CID000004034,CID000004543,C0575090,balance disorder
CID000004034,CID000004543,C0015695,fatty liver
CID000004034,CID000004543,C0151744,Cardiac ischemia
CID000004034,CID000004543,C0011848,diabetes insipidus
CID000004034,CID000004543,C0266813,fecal occult blood
CID000004034,CID000004543,C0021141,ADH inappropriate
CID000004034,CID000004543,C0003123,Anorexia
CID000004034,CID000004543,C0041657,loss of consciousness
CID000004034,CID000004543,C0040822,tremor
CID000004034,CID000004543,C0039070,Fainting
CID000004034,CID000004543,C0003864,arthritis
CID000004034,CID000004543,C0026769,multiple sclerosis
CID000004034,CID000004543,C0036974,cardiovascular collapse
CID000003016,CID000004451,C0019080,Bleeding
CID000003016,CID000004451,C0014130,endocrine disorder
CID000003016,CID000004451,C0009806,constipated
CID000003016,CID000004451,C0027339,Nail disorder
CID000003016,CID000004451,C0038353,gastric dilatation
CID000003016,CID000004451,C0000731,abdominal distension
CID000003016,CID000004451,C0000737,abdominal pain
CID000003016,CID000004451,C0027343,ingrowing nail
CID000003016,CID000004451,C0020649,arterial pressure NOS decreased
CID000003016,CID000004451,C0020672,decreased body temperature
CID000003016,CID000004451,C0149521,pancreatitis relapsing
CID000003696,CID000005647,C0043096,loss of weight
CID000003696,CID000005647,C0030193,Pain
CID000003696,CID000005647,C0006444,bursitis
CID000003696,CID000005647,C0014335,enteritis
CID000003696,CID000005647,C0003123,Anorexia
CID000003696,CID000005647,C0549567,pigmentation disorder
CID000003696,CID000005647,C0008033,pleural pain
CID000003696,CID000005647,C0004096,asthma
CID000003696,CID000005647,C0002622,Amnesia
CID000003696,CID000005647,C0085624,burning sensation
CID000003696,CID000005647,C0015695,fatty liver
CID000003696,CID000005647,C0009806,constipated
CID000003696,CID000005647,C0000731,abdominal distension
CID000003696,CID000005647,C0039503,Tendinitis
CID000003696,CID000005647,C0000737,abdominal pain
CID000003696,CID000005647,C0271650,Glucose intolerance
CID000003696,CID000005647,C0016053,fibromyalgia
CID000003696,CID000005647,C0009938,bruise
CID000003696,CID000005647,C0007570,coeliac disease
CID000003696,CID000005647,C0015672,Fatigue
CID000002891,CID000060865,C0006444,bursitis
CID000002891,CID000060865,C0004604,Back Ache
CID000002891,CID000060865,C0013473,eating disorder
CID000002891,CID000060865,C0002622,Amnesia
CID000002891,CID000060865,C0037672,sleep walking
CID000002891,CID000060865,C0043094,weight gain
CID000002891,CID000060865,C0263912,rotator cuff syndrome
CID000002891,CID000060865,C0575081,Abnormal Gait
CID000002891,CID000060865,C0013604,edema
CID000002891,CID000060865,C0020598,Blood calcium decreased
CID000002891,CID000060865,C0020676,hypothyroid
CID000002891,CID000060865,C0004093,asthenia
CID000002891,CID000060865,C0013144,drowsiness
CID000002891,CID000060865,C0037763,muscle spasm
CID000002891,CID000060865,C0030193,Pain
CID000002891,CID000060865,C0039503,Tendinitis
CID000002891,CID000060865,C0039504,tendon injury
CID000002891,CID000060865,C0442874,neuropathy
CID000002891,CID000060865,C0027497,nausea
CID000002891,CID000060865,C0085649,edema extremities
CID000002891,CID000060865,C0231528,aching muscles
CID000002891,CID000060865,C0040822,tremor
CID000002891,CID000060865,C0003862,Aching joints
CID000002891,CID000060865,C0018524,Hallucination
CID000002891,CID000060865,C0015672,Fatigue
CID000002891,CID000060865,C0020621,hypokalaemia
CID000002891,CID000060865,C0020649,arterial pressure NOS decreased
